ortho,phono,class,letters,phonemes,complexity,graphemes,syllabes,frequency,OLD20,Grapheme,Phoneme,Match,Grapheme.1,Phoneme.1,Match.1,orthography,phonology,match,Type,Token,Type.1,Token.1,Type.2,Token.2,Type.3,Token.3,Type.4,Token.4,Type.5,Token.5,type,token,Type.6,Assoc.,Type.7,Assoc..1,Type.8,Assoc..2,Type.9,Assoc..3,Type.10,Token.6,Type.11,Token.7,Type.12,Token.8,Type.13,Token.9,Type.14,Token.10,Type.15,Token.11,Type.16,Token.12,Type.17,Token.13,Type.18,Token.14,Type.19,Token.15,Type.20,Token.16,Type.21,Token.17,phono_IPA
abréviation,abRevjasj§,NC,11.0,10.0,1.1,10.0,4.0,3.10977,4.25,.a.b.r.é.v.i.a.t.i.on,.a.b.R.e.v.j.a.s.j.§,(a-a.b-b.r-R.é-e.v-v.i-j.a-a.t-s.i-j.on-§),.a.b.r.é.v.i.a.t.i.on,.a.b.R.e.v.j.a.s.j.§,(a-a.b-b.r-R.é-e.v-v.i-j.a-a.t-s.i-j.on-§),ion,j§,ion-j§,269.0,11985.0,99.63,99.974,61.982,71.028,1915.0,57371.0,1683.0,49106.0,74.214,73.727,84.629,82.551,408.0,on-§,408.0,on-§,9.193,t-s,16.03,t-s,1012.0,30398.147,2216.0,64836.688,408.0,24620.095,1012.0,30398.147,1927.0,54504.823,408.0,24620.095,99.508,96.524,67.951,67.62,99.029,99.786,99.901,62.317,87.198,88.523,48.804,55.006,a b ʁ e v j a s j ɔ̃
abréviations,abRevjasj§,NC,12.0,10.0,1.2,11.0,4.0,31.09772,4.45,.a.b.r.é.v.i.a.t.i.on.s,.a.b.R.e.v.j.a.s.j.§.#,(a-a.b-b.r-R.é-e.v-v.i-j.a-a.t-s.i-j.on-§.s-#),.a.b.r.é.v.i.a.t.i.ons,.a.b.R.e.v.j.a.s.j.§,(a-a.b-b.r-R.é-e.v-v.i-j.a-a.t-s.i-j.ons-§),ions,j§,ions-j§,142.0,4512.0,100.0,100.0,32.719,26.742,2158.0,72013.0,1676.0,47457.0,76.527,75.763,83.731,78.866,411.0,t-s,333.0,ons-§,9.193,t-s,16.03,t-s,1012.0,30398.147,2080.0,61264.838,4002.0,210357.889,1012.0,30398.147,1927.0,54504.823,333.0,8128.987,99.508,96.524,71.467,71.127,99.084,96.724,99.901,62.317,87.198,88.523,39.833,18.162,a b ʁ e v j a s j ɔ̃
abri,abRi,NC,4.0,4.0,1.0,4.0,2.0,46.64658,1.95,.a.b.r.i,.a.b.R.i,(a-a.b-b.r-R.i-i),.a.b.r.i,.a.b.R.i,(a-a.b-b.r-R.i-i),i,i,i-i,109.0,15440.0,100.0,100.0,19.569,40.121,2036.0,68078.0,1730.0,52478.0,98.379,97.689,78.787,74.435,120.0,i-i,120.0,i-i,94.041,b-b,19.2,i-i,1012.0,30398.147,3506.0,111963.12,120.0,17986.932,1012.0,30398.147,2894.0,80764.267,120.0,17986.932,99.508,96.524,97.005,97.116,100.0,100.0,99.901,62.317,98.024,97.917,19.2,39.589,a b ʁ i
abricots,abRiko,NC,8.0,6.0,1.33,8.0,3.0,3.10977,3.2,.a.b.r.i.c.o.t.s,.a.b.R.i.k.o.#.#,(a-a.b-b.r-R.i-i.c-k.o-o.t-#.s-#),.a.b.r.i.c.ots,.a.b.R.i.k.o,(a-a.b-b.r-R.i-i.c-k.ots-o),ots,o,ots-o,17.0,3256.0,100.0,100.0,6.615,12.643,2245.0,80535.0,1943.0,53627.0,67.921,68.04,78.821,75.541,276.0,o-o,20.0,ots-o,6.889,t-#,7.246,ots-o,1012.0,30398.147,2158.0,67254.271,4002.0,210357.889,1012.0,30398.147,2657.0,72018.773,20.0,3290.14,99.508,96.524,57.462,58.511,99.084,96.724,99.901,62.317,91.445,92.779,7.246,19.809,a b ʁ i k o
abris,abRi,NC,5.0,4.0,1.25,5.0,2.0,6.21954,1.9,.a.b.r.i.s,.a.b.R.i.#,(a-a.b-b.r-R.i-i.s-#),.a.b.r.is,.a.b.R.i,(a-a.b-b.r-R.is-i),is,i,is-i,97.0,8297.0,95.098,98.632,17.415,21.56,3262.0,117610.0,1727.0,50661.0,93.345,92.062,78.307,70.435,789.0,b-b,108.0,is-i,74.122,i-i,17.28,is-i,1012.0,30398.147,3765.0,115764.845,4002.0,210357.889,1012.0,30398.147,2894.0,80764.267,108.0,10716.285,99.508,96.524,89.377,89.021,99.084,96.724,99.901,62.317,98.024,97.917,17.28,23.587,a b ʁ i
abrite,abRit,VER,6.0,5.0,1.2,6.0,2.0,6.21954,2.25,.a.b.r.i.t.e,.a.b.R.i.t.°,(a-a.b-b.r-R.i-i.t-t.e-°),.a.b.r.i.te,.a.b.R.i.t,(a-a.b-b.r-R.i-i.te-t),ite,it,ite-it,35.0,1123.0,100.0,100.0,48.611,64.121,3170.0,109397.0,2189.0,61360.0,91.926,90.647,86.999,82.805,789.0,b-b,358.0,te-t,74.122,i-i,42.118,te-t,1012.0,30398.147,3762.0,114402.761,2962.0,168375.764,1012.0,30398.147,3191.0,85854.994,358.0,18839.025,99.508,96.524,88.013,86.839,100.0,100.0,99.901,62.317,97.659,97.639,42.118,58.793,a b ʁ i t
abritent,abRit,VER,8.0,5.0,1.6,7.0,2.0,3.10977,2.6,.a.b.r.i.t.en.t,.a.b.R.i.t.#.#,(a-a.b-b.r-R.i-i.t-t.en-#.t-#),.a.b.r.i.tent,.a.b.R.i.t,(a-a.b-b.r-R.i-i.tent-t),itent,it,itent-it,13.0,239.0,100.0,100.0,18.056,13.677,2681.0,83955.0,2135.0,57898.0,83.702,81.491,80.717,72.0,650.0,en-#,91.0,tent-t,35.269,en-#,10.706,tent-t,1012.0,30398.147,3140.0,94145.627,2055.0,86557.658,1012.0,30398.147,3191.0,85854.994,91.0,1526.903,99.508,96.524,77.464,75.062,99.084,98.604,99.901,62.317,97.659,97.639,10.706,4.765,a b ʁ i t
abriter,abRite,VER,7.0,6.0,1.17,6.0,3.0,3.10977,2.5,.a.b.r.i.t.er,.a.b.R.i.t.e,(a-a.b-b.r-R.i-i.t-t.er-e),.a.b.r.i.t.er,.a.b.R.i.t.e,(a-a.b-b.r-R.i-i.t-t.er-e),er,e,er-e,632.0,15089.0,98.596,94.232,28.571,26.531,2811.0,84612.0,2412.0,65290.0,91.682,89.81,86.215,81.841,789.0,b-b,751.0,b-b,74.122,i-i,30.504,er-e,1012.0,30398.147,3762.0,114402.761,805.0,19660.067,1012.0,30398.147,3164.0,85421.177,805.0,19660.067,99.508,96.524,88.013,86.839,98.531,94.982,99.901,62.317,96.721,97.149,30.504,40.134,a b ʁ i t e
abrupts,abRypt,"ADJ,NC",7.0,6.0,1.17,7.0,2.0,3.10977,3.25,.a.b.r.u.p.t.s,.a.b.R.y.p.t.#,(a-a.b-b.r-R.u-y.p-p.t-t.s-#),.a.b.r.u.p.ts,.a.b.R.y.p.t,(a-a.b-b.r-R.u-y.p-p.ts-t),upts,ypt,upts-ypt,1.0,3.0,100.0,100.0,100.0,100.0,2636.0,93787.0,1541.0,44499.0,93.394,91.048,79.837,74.039,789.0,b-b,7.0,ts-t,80.266,u-y,0.824,ts-t,1012.0,30398.147,2688.0,83150.039,4002.0,210357.889,1012.0,30398.147,2057.0,59132.578,7.0,65.306,99.508,96.524,91.034,88.818,99.084,96.724,99.901,62.317,94.575,95.428,0.824,0.204,a b ʁ y p t
absence,aps@s,NC,7.0,5.0,1.4,6.0,2.0,9.32932,2.9,.a.b.s.en.c.e,.a.p.s.@.s.°,(a-a.b-p.s-s.en-@.c-s.e-°),.a.b.s.en.ce,.a.p.s.@.s,(a-a.b-p.s-s.en-@.ce-s),ence,@s,ence-@s,32.0,818.0,100.0,100.0,29.358,27.482,1134.0,46393.0,558.0,15837.0,58.575,57.301,43.366,36.104,50.0,b-p,50.0,b-p,5.959,b-p,3.277,b-p,1012.0,30398.147,708.0,19895.624,2962.0,168375.764,1012.0,30398.147,544.0,13809.525,145.0,7357.728,99.508,96.524,37.985,36.82,100.0,100.0,99.901,62.317,28.928,28.879,30.146,31.568,a p s ɑ̃ s
absents,aps@,"ADJ,NC",7.0,4.0,1.75,6.0,2.0,3.10977,2.85,.a.b.s.en.t.s,.a.p.s.@.#.#,(a-a.b-p.s-s.en-@.t-#.s-#),.a.b.s.ents,.a.p.s.@,(a-a.b-p.s-s.ents-@),ents,@,ents-@,84.0,2926.0,100.0,100.0,9.745,5.33,1239.0,52061.0,542.0,14965.0,52.922,51.667,38.211,28.128,50.0,b-p,50.0,b-p,5.959,b-p,3.277,b-p,1012.0,30398.147,605.0,17903.026,4002.0,210357.889,1012.0,30398.147,533.0,13194.827,92.0,3072.466,99.508,96.524,29.735,29.189,99.084,96.724,99.901,62.317,21.432,21.438,10.077,7.321,a p s ɑ̃
absolue,apsOly,ADJ,7.0,6.0,1.17,7.0,3.0,9.32932,2.9,.a.b.s.o.l.u.e,.a.p.s.O.l.y.#,(a-a.b-p.s-s.o-O.l-l.u-y.e-#),.a.b.s.o.l.ue,.a.p.s.O.l.y,(a-a.b-p.s-s.o-O.l-l.ue-y),ue,y,ue-y,66.0,1284.0,100.0,100.0,24.354,6.384,1295.0,37201.0,1096.0,30247.0,63.338,57.948,59.885,50.998,50.0,b-p,50.0,b-p,5.959,b-p,3.277,b-p,1012.0,30398.147,1492.0,43230.993,591.0,13854.118,1012.0,30398.147,1375.0,37449.604,66.0,1284.341,99.508,96.524,65.453,60.849,16.592,4.866,99.901,62.317,58.696,59.305,24.627,6.449,a p s ɔ l y
absolument,apsOlym@,ADV,10.0,8.0,1.25,9.0,4.0,9.32932,3.85,.a.b.s.o.l.u.m.en.t,.a.p.s.O.l.y.m.@.#,(a-a.b-p.s-s.o-O.l-l.u-y.m-m.en-@.t-#),.a.b.s.o.l.u.m.ent,.a.p.s.O.l.y.m.@,(a-a.b-p.s-s.o-O.l-l.u-y.m-m.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,1434.0,44636.0,1149.0,32504.0,75.536,73.514,69.64,63.698,50.0,b-p,50.0,b-p,5.959,b-p,3.277,b-p,1012.0,30398.147,1405.0,40681.765,2055.0,86557.658,1012.0,30398.147,1312.0,36764.408,309.0,9049.468,99.508,96.524,68.748,66.643,99.084,98.604,99.901,62.317,70.563,70.95,33.844,21.564,a p s ɔ l y m ɑ̃
absorbe,apsORb,VER,7.0,6.0,1.17,7.0,2.0,3.10977,2.6,.a.b.s.o.r.b.e,.a.p.s.O.R.b.°,(a-a.b-p.s-s.o-O.r-R.b-b.e-°),.a.b.s.o.r.be,.a.p.s.O.R.b,(a-a.b-p.s-s.o-O.r-R.be-b),orbe,ORb,orbe-ORb,1.0,3.0,100.0,100.0,33.333,25.0,2063.0,73683.0,1580.0,43351.0,77.243,74.236,64.655,59.643,50.0,b-p,20.0,be-b,5.959,b-p,3.277,b-p,1012.0,30398.147,2093.0,63401.674,2962.0,168375.764,1012.0,30398.147,2112.0,57130.67,20.0,1184.823,99.508,96.524,68.239,64.625,100.0,100.0,99.901,62.317,59.508,59.497,50.0,57.553,a p s ɔ ʁ b
absorbé,apsORbe,"VER,ADJ",7.0,7.0,1.0,7.0,3.0,3.10977,3.05,.a.b.s.o.r.b.é,.a.p.s.O.R.b.e,(a-a.b-p.s-s.o-O.r-R.b-b.é-e),.a.b.s.o.r.b.é,.a.p.s.O.R.b.e,(a-a.b-p.s-s.o-O.r-R.b-b.é-e),é,e,é-e,638.0,12194.0,100.0,100.0,28.843,21.44,1740.0,51486.0,1559.0,42195.0,77.243,74.236,66.354,60.971,50.0,b-p,50.0,b-p,5.959,b-p,3.277,b-p,1012.0,30398.147,2093.0,63401.674,704.0,12995.844,1012.0,30398.147,1839.0,50394.093,704.0,12995.844,99.508,96.524,68.239,64.625,100.0,100.0,99.901,62.317,67.58,67.59,26.677,26.53,a p s ɔ ʁ b e
absorbent,apsORb,VER,9.0,6.0,1.5,8.0,2.0,6.21954,3.2,.a.b.s.o.r.b.en.t,.a.p.s.O.R.b.°.#,(a-a.b-p.s-s.o-O.r-R.b-b.en-°.t-#),.a.b.s.o.r.bent,.a.p.s.O.R.b,(a-a.b-p.s-s.o-O.r-R.bent-b),orbent,ORb,orbent-ORb,1.0,6.0,100.0,100.0,33.333,50.0,1705.0,54358.0,1577.0,43160.0,68.219,65.022,57.572,50.378,50.0,b-p,3.0,bent-b,5.959,b-p,3.277,b-p,1012.0,30398.147,1763.0,52985.037,2055.0,86557.658,1012.0,30398.147,2112.0,57130.67,3.0,40.428,99.508,96.524,57.86,54.175,99.084,98.604,99.901,62.317,59.508,59.497,7.5,1.964,a p s ɔ ʁ b
absorbes,apsORb,VER,8.0,6.0,1.33,8.0,2.0,3.10977,2.85,.a.b.s.o.r.b.e.s,.a.p.s.O.R.b.°.#,(a-a.b-p.s-s.o-O.r-R.b-b.e-°.s-#),.a.b.s.o.r.bes,.a.p.s.O.R.b,(a-a.b-p.s-s.o-O.r-R.bes-b),orbes,ORb,orbes-ORb,1.0,3.0,100.0,100.0,33.333,25.0,2215.0,77057.0,1579.0,43288.0,79.973,77.047,62.155,56.572,50.0,b-p,14.0,bes-b,5.959,b-p,3.277,b-p,1012.0,30398.147,2117.0,62617.081,4002.0,210357.889,1012.0,30398.147,2112.0,57130.67,14.0,805.432,99.508,96.524,73.532,70.521,99.084,96.724,99.901,62.317,59.508,59.497,35.0,39.124,a p s ɔ ʁ b
absurde,apsyRd,"ADJ,NC",7.0,6.0,1.17,7.0,2.0,3.10977,2.7,.a.b.s.u.r.d.e,.a.p.s.y.R.d.°,(a-a.b-p.s-s.u-y.r-R.d-d.e-°),.a.b.s.u.r.de,.a.p.s.y.R.d,(a-a.b-p.s-s.u-y.r-R.de-d),urde,yRd,urde-yRd,1.0,3.0,100.0,100.0,50.0,50.0,1980.0,71592.0,1398.0,40158.0,76.26,73.163,65.589,62.2,50.0,b-p,50.0,b-p,5.959,b-p,3.277,b-p,1012.0,30398.147,1977.0,60474.117,2962.0,168375.764,1012.0,30398.147,1814.0,51058.022,121.0,6315.962,99.508,96.524,66.863,63.124,100.0,100.0,99.901,62.317,59.272,59.503,56.542,72.874,a p s y ʁ d
absurdes,apsyRd,"ADJ,NC",8.0,6.0,1.33,8.0,2.0,3.10977,3.15,.a.b.s.u.r.d.e.s,.a.p.s.y.R.d.°.#,(a-a.b-p.s-s.u-y.r-R.d-d.e-°.s-#),.a.b.s.u.r.des,.a.p.s.y.R.d,(a-a.b-p.s-s.u-y.r-R.des-d),urdes,yRd,urdes-yRd,1.0,3.0,100.0,100.0,50.0,50.0,2142.0,75228.0,1388.0,39344.0,79.113,76.108,60.838,52.812,50.0,b-p,50.0,b-p,5.959,b-p,3.277,b-p,1012.0,30398.147,2020.0,60177.45,4002.0,210357.889,1012.0,30398.147,1814.0,51058.022,60.0,1433.611,99.508,96.524,72.386,69.27,99.084,96.724,99.901,62.317,59.272,59.503,28.037,16.541,a p s y ʁ d
accède,aksEd,VER,6.0,5.0,1.2,5.0,2.0,3.10977,2.7,.a.cc.è.d.e,.a.ks.E.d.°,(a-a.cc-ks.è-E.d-d.e-°),.a.cc.è.de,.a.ks.E.d,(a-a.cc-ks.è-E.de-d),ède,Ed,ède-Ed,5.0,165.0,100.0,100.0,31.25,9.636,1121.0,49638.0,384.0,12604.0,85.215,82.525,46.656,38.763,33.0,cc-ks,33.0,cc-ks,30.275,cc-ks,14.903,è-E,1012.0,30398.147,544.0,16472.531,2962.0,168375.764,1012.0,30398.147,201.0,6850.852,121.0,6315.962,99.508,96.524,75.522,72.034,100.0,100.0,99.901,62.317,15.091,9.931,56.542,72.874,a k s ɛ d
accédé,aksede,VER,6.0,6.0,1.0,5.0,3.0,3.10977,2.75,.a.cc.é.d.é,.a.ks.e.d.e,(a-a.cc-ks.é-e.d-d.é-e),.a.cc.é.d.é,.a.ks.e.d.e,(a-a.cc-ks.é-e.d-d.é-e),é,e,é-e,638.0,12194.0,100.0,100.0,28.843,21.44,1144.0,26168.0,912.0,21892.0,85.186,82.34,67.093,57.472,33.0,cc-ks,33.0,cc-ks,30.275,cc-ks,15.278,cc-ks,1012.0,30398.147,1335.0,29148.074,704.0,12995.844,1012.0,30398.147,948.0,22021.456,704.0,12995.844,99.508,96.524,75.473,71.726,100.0,100.0,99.901,62.317,69.628,66.171,26.677,26.53,a k s e d e
accélérant,akseleR@,"ADJ,VER",10.0,8.0,1.25,8.0,4.0,3.10977,4.8,.a.cc.é.l.é.r.an.t,.a.ks.e.l.e.R.@.#,(a-a.cc-ks.é-e.l-l.é-e.r-R.an-@.t-#),.a.cc.é.l.é.r.ant,.a.ks.e.l.e.R.@,(a-a.cc-ks.é-e.l-l.é-e.r-R.ant-@),ant,@,ant-@,298.0,7768.0,100.0,100.0,34.571,14.148,2316.0,68183.0,1730.0,45786.0,91.033,89.212,75.563,66.789,33.0,cc-ks,33.0,cc-ks,30.275,cc-ks,15.278,cc-ks,1012.0,30398.147,2576.0,71418.323,2055.0,86557.658,1012.0,30398.147,2153.0,56403.456,331.0,8088.567,99.508,96.524,88.278,86.428,99.084,98.604,99.901,62.317,78.558,77.186,36.254,19.274,a k s e l e ʁ ɑ̃
accélération,akseleRasj§,NC,12.0,11.0,1.09,10.0,5.0,3.10977,4.65,.a.cc.é.l.é.r.a.t.i.on,.a.ks.e.l.e.R.a.s.j.§,(a-a.cc-ks.é-e.l-l.é-e.r-R.a-a.t-s.i-j.on-§),.a.cc.é.l.é.r.a.t.i.on,.a.ks.e.l.e.R.a.s.j.§,(a-a.cc-ks.é-e.l-l.é-e.r-R.a-a.t-s.i-j.on-§),ion,j§,ion-j§,269.0,11985.0,99.63,99.974,61.982,71.028,2127.0,60094.0,1759.0,49394.0,75.355,73.622,75.302,72.244,33.0,cc-ks,33.0,cc-ks,9.193,t-s,15.278,cc-ks,1012.0,30398.147,2481.0,68240.373,408.0,24620.095,1012.0,30398.147,2022.0,54864.793,408.0,24620.095,99.508,96.524,69.377,67.488,99.029,99.786,99.901,62.317,75.54,75.639,48.804,55.006,a k s e l e ʁ a s j ɔ̃
accélère,akselER,VER,8.0,7.0,1.14,7.0,3.0,6.21954,3.85,.a.cc.é.l.è.r.e,.a.ks.e.l.E.R.°,(a-a.cc-ks.é-e.l-l.è-E.r-R.e-°),.a.cc.é.l.è.re,.a.ks.e.l.E.R,(a-a.cc-ks.é-e.l-l.è-E.re-R),ère,ER,ère-ER,42.0,1881.0,100.0,100.0,14.737,15.625,2291.0,78546.0,974.0,30215.0,89.917,88.003,58.57,51.464,33.0,cc-ks,33.0,cc-ks,30.275,cc-ks,14.903,è-E,1012.0,30398.147,2413.0,70209.01,2962.0,168375.764,1012.0,30398.147,1074.0,28791.184,537.0,35725.115,99.508,96.524,85.982,83.899,100.0,100.0,99.901,62.317,54.328,52.513,34.204,36.411,a k s e l ɛ ʁ
accent,aks@,NC,6.0,4.0,1.5,4.0,2.0,40.42703,2.3,.a.cc.en.t,.a.ks.@.#,(a-a.cc-ks.en-@.t-#),.a.cc.ent,.a.ks.@,(a-a.cc-ks.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,1025.0,36659.0,451.0,13272.0,70.782,69.593,49.674,29.554,33.0,cc-ks,33.0,cc-ks,30.275,cc-ks,15.278,cc-ks,1012.0,30398.147,517.0,14839.889,2055.0,86557.658,1012.0,30398.147,33.0,366.957,309.0,9049.468,99.508,96.524,42.267,41.622,99.084,98.604,99.901,62.317,15.278,4.781,33.844,21.564,a k s ɑ̃
accents,aks@,NC,7.0,4.0,1.75,5.0,2.0,24.87817,2.5,.a.cc.en.t.s,.a.ks.@.#.#,(a-a.cc-ks.en-@.t-#.s-#),.a.cc.ents,.a.ks.@,(a-a.cc-ks.ents-@),ents,@,ents-@,84.0,2926.0,100.0,100.0,9.745,5.33,1271.0,56749.0,379.0,11279.0,58.003,57.235,41.752,24.806,33.0,cc-ks,33.0,cc-ks,6.889,t-#,10.077,ents-@,1012.0,30398.147,447.0,14328.841,4002.0,210357.889,1012.0,30398.147,33.0,366.957,92.0,3072.466,99.508,96.524,30.474,30.976,99.084,96.724,99.901,62.317,15.278,4.781,10.077,7.321,a k s ɑ̃
acceptable,aksEptabl,ADJ,10.0,9.0,1.11,9.0,3.0,3.10977,4.05,.a.cc.e.p.t.a.b.l.e,.a.ks.E.p.t.a.b.l.°,(a-a.cc-ks.e-E.p-p.t-t.a-a.b-b.l-l.e-°),.a.cc.e.p.t.a.b.le,.a.ks.E.p.t.a.b.l,(a-a.cc-ks.e-E.p-p.t-t.a-a.b-b.le-l),able,abl,able-abl,40.0,889.0,97.561,85.629,54.054,76.266,1905.0,71451.0,1452.0,42499.0,79.86,80.131,74.002,66.897,33.0,cc-ks,33.0,cc-ks,22.647,e-E,15.278,cc-ks,1012.0,30398.147,1882.0,63469.787,2962.0,168375.764,1012.0,30398.147,1716.0,49657.57,307.0,11646.13,99.508,96.524,74.176,74.95,100.0,100.0,99.901,62.317,76.02,75.011,35.991,22.791,a k s ɛ p t a b l
acceptait,aksEptE,VER,9.0,7.0,1.29,7.0,3.0,3.10977,3.3,.a.cc.e.p.t.ai.t,.a.ks.E.p.t.E.#,(a-a.cc-ks.e-E.p-p.t-t.ai-E.t-#),.a.cc.e.p.t.ait,.a.ks.E.p.t.E,(a-a.cc-ks.e-E.p-p.t-t.ait-E),ait,E,ait-E,265.0,5815.0,100.0,100.0,38.913,6.38,1441.0,54423.0,1211.0,35380.0,75.936,77.165,66.035,53.474,33.0,cc-ks,33.0,cc-ks,22.647,e-E,15.278,cc-ks,1012.0,30398.147,1404.0,52800.371,2055.0,86557.658,1012.0,30398.147,1491.0,43988.69,287.0,5924.17,99.508,96.524,66.592,69.006,99.084,98.604,99.901,62.317,64.14,62.666,39.751,7.865,a k s ɛ p t ɛ
accepte,aksEpt,VER,7.0,6.0,1.17,6.0,2.0,12.43909,2.4,.a.cc.e.p.t.e,.a.ks.E.p.t.°,(a-a.cc-ks.e-E.p-p.t-t.e-°),.a.cc.e.p.te,.a.ks.E.p.t,(a-a.cc-ks.e-E.p-p.te-t),epte,Ept,epte-Ept,2.0,16.0,100.0,100.0,40.0,38.462,1684.0,73152.0,850.0,28214.0,72.221,73.716,60.934,55.219,33.0,cc-ks,33.0,cc-ks,22.647,e-E,15.278,cc-ks,1012.0,30398.147,1532.0,60035.111,2962.0,168375.764,1012.0,30398.147,961.0,30611.678,358.0,18839.025,99.508,96.524,58.454,61.444,100.0,100.0,99.901,62.317,54.217,51.662,42.118,58.793,a k s ɛ p t
accepté,aksEpte,VER,7.0,7.0,1.0,6.0,3.0,21.7684,2.5,.a.cc.e.p.t.é,.a.ks.E.p.t.e,(a-a.cc-ks.e-E.p-p.t-t.é-e),.a.cc.e.p.t.é,.a.ks.E.p.t.e,(a-a.cc-ks.e-E.p-p.t-t.é-e),é,e,é-e,638.0,12194.0,100.0,100.0,28.843,21.44,1307.0,47256.0,1280.0,36558.0,72.221,73.716,63.856,56.585,33.0,cc-ks,33.0,cc-ks,22.647,e-E,15.278,cc-ks,1012.0,30398.147,1532.0,60035.111,704.0,12995.844,1012.0,30398.147,1491.0,43988.69,704.0,12995.844,99.508,96.524,58.454,61.444,100.0,100.0,99.901,62.317,64.14,62.666,26.677,26.53,a k s ɛ p t e
acceptée,aksEpte,VER,8.0,7.0,1.14,7.0,3.0,3.10977,2.6,.a.cc.e.p.t.é.e,.a.ks.E.p.t.e.#,(a-a.cc-ks.e-E.p-p.t-t.é-e.e-#),.a.cc.e.p.t.ée,.a.ks.E.p.t.e,(a-a.cc-ks.e-E.p-p.t-t.ée-e),ée,e,ée-e,303.0,4428.0,100.0,100.0,13.698,7.787,1497.0,48491.0,1219.0,35187.0,64.253,63.749,61.545,53.787,33.0,cc-ks,33.0,cc-ks,16.592,e-#,12.808,ée-e,1012.0,30398.147,1776.0,59036.758,591.0,13854.118,1012.0,30398.147,1491.0,43988.69,338.0,4770.442,99.508,96.524,66.734,68.97,16.592,4.866,99.901,62.317,64.14,62.666,12.808,9.738,a k s ɛ p t e
acceptent,aksEpt,VER,9.0,6.0,1.5,7.0,2.0,9.32932,2.9,.a.cc.e.p.t.en.t,.a.ks.E.p.t.#.#,(a-a.cc-ks.e-E.p-p.t-t.en-#.t-#),.a.cc.e.p.tent,.a.ks.E.p.t,(a-a.cc-ks.e-E.p-p.tent-t),eptent,Ept,eptent-Ept,1.0,9.0,100.0,100.0,20.0,23.076,1406.0,52888.0,797.0,24752.0,66.811,66.979,54.652,44.414,33.0,cc-ks,33.0,cc-ks,22.647,e-E,10.706,tent-t,1012.0,30398.147,1355.0,50651.507,2055.0,86557.658,1012.0,30398.147,961.0,30611.678,91.0,1526.903,99.508,96.524,53.817,54.746,99.084,98.604,99.901,62.317,54.217,51.662,10.706,4.765,a k s ɛ p t
accepter,aksEpte,VER,8.0,7.0,1.14,6.0,3.0,9.32932,2.65,.a.cc.e.p.t.er,.a.ks.E.p.t.e,(a-a.cc-ks.e-E.p-p.t-t.er-e),.a.cc.e.p.t.er,.a.ks.E.p.t.e,(a-a.cc-ks.e-E.p-p.t-t.er-e),er,e,er-e,632.0,15089.0,98.596,94.232,28.571,26.531,1324.0,48366.0,1297.0,37669.0,71.976,72.88,64.494,58.853,33.0,cc-ks,33.0,cc-ks,22.647,e-E,15.278,cc-ks,1012.0,30398.147,1532.0,60035.111,805.0,19660.067,1012.0,30398.147,1491.0,43988.69,805.0,19660.067,99.508,96.524,58.454,61.444,98.531,94.982,99.901,62.317,64.14,62.666,30.504,40.134,a k s ɛ p t e
acceptés,aksEpte,VER,8.0,7.0,1.14,7.0,3.0,3.10977,2.6,.a.cc.e.p.t.é.s,.a.ks.E.p.t.e.#,(a-a.cc-ks.e-E.p-p.t-t.é-e.s-#),.a.cc.e.p.t.és,.a.ks.E.p.t.e,(a-a.cc-ks.e-E.p-p.t-t.és-e),és,e,és-e,339.0,4764.0,100.0,100.0,15.325,8.377,1985.0,76563.0,1226.0,35270.0,76.037,76.871,61.81,53.956,33.0,cc-ks,33.0,cc-ks,22.647,e-E,14.399,és-e,1012.0,30398.147,1776.0,59036.758,4002.0,210357.889,1012.0,30398.147,1491.0,43988.69,380.0,5268.017,99.508,96.524,66.734,68.97,99.084,96.724,99.901,62.317,64.14,62.666,14.399,10.754,a k s ɛ p t e
acceptons,aksEpt§,VER,9.0,7.0,1.29,7.0,3.0,3.10977,3.35,.a.cc.e.p.t.on.s,.a.ks.E.p.t.§.#,(a-a.cc-ks.e-E.p-p.t-t.on-§.s-#),.a.cc.e.p.t.ons,.a.ks.E.p.t.§,(a-a.cc-ks.e-E.p-p.t-t.ons-§),ons,§,ons-§,178.0,3340.0,100.0,100.0,44.389,9.443,1734.0,73370.0,1218.0,35747.0,76.001,76.886,66.049,55.191,33.0,cc-ks,33.0,cc-ks,22.647,e-E,15.278,cc-ks,1012.0,30398.147,1425.0,54566.096,4002.0,210357.889,1012.0,30398.147,1491.0,43988.69,333.0,8128.987,99.508,96.524,66.683,68.991,99.084,96.724,99.901,62.317,64.14,62.666,39.833,18.162,a k s ɛ p t ɔ̃
accès,aksE,NC,5.0,4.0,1.25,4.0,2.0,43.53681,2.7,.a.cc.è.s,.a.ks.E.#,(a-a.cc-ks.è-E.s-#),.a.cc.ès,.a.ks.E,(a-a.cc-ks.ès-E),ès,E,ès-E,11.0,3682.0,100.0,100.0,1.615,4.04,1357.0,64535.0,352.0,11482.0,82.217,78.506,38.901,23.995,33.0,cc-ks,11.0,ès-E,30.275,cc-ks,1.524,ès-E,1012.0,30398.147,207.0,8691.837,4002.0,210357.889,1012.0,30398.147,33.0,366.957,11.0,3681.97,99.508,96.524,65.138,60.388,99.084,96.724,99.901,62.317,15.278,4.781,1.524,4.888,a k s ɛ
