"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL","SUBTLWF","LgSUBTLWF","SUBTLCD","LgSUBTLCD","Ortho_N","Phono_N","Phono_N_H","OG_N","OG_N_H","Freq_N","Freq_N_P","Freq_N_PH","Freq_N_OG","Freq_N_OGH","Freq_Greater","Freq_G_Mean","Freq_Less","Freq_L_Mean","Freq_Rel","OLD","OLDF","PLD","PLDF","Concreteness_Rating","Semantic_Neighborhood_Density","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Body_Object_Interaction","Emotional_Valence","Emotional_Arousal","Emotional_Dominance","Assoc_Freq_R1","Assoc_Types_R1","Assoc_Freq_R123","Assoc_Types_R123","BG_Sum","BG_Mean","BG_Freq_By_Pos","Pron","NPhon","NSyll","MorphSp","MorphPr","NMorph","POS","I_Mean_RT","I_Zscore","I_SD","Obs","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_SD","I_NMG_Obs","I_NMG_Mean_Accuracy"
"monkey","6","9","4,882","8.493","33.510","3.233","9.320","2.894","1","5","5","0","0","7.9","7.114","7.114","#","#","0","#","1","7.9","1.08","1.900","7.180","1.700","6.621","4.900","0.591","2,753","1.699","4.210","4.259","5.820","5.150","5.740","447","104","940","270","6,990","1,398.000","2,033","m""VN.ki","5","2","{monkey}","{m""VN.ki}","1","NN|VB","612.206","-0.687","166.526","34","1.00","549.500","-0.779","128.097","26","1.000"
"monkeys","7","1","2,467","7.811","7.940","2.608","3.050","2.410","0","1","1","0","0","#","6.553","6.553","#","#","#","#","#","#","#","2.450","7.140","2.350","6.305","#","0.557","139","1.288","4.210","#","#","#","#","60","15","128","46","7,224","1,204.000","2,064","m""VN.kiz","6","2","{monkey}>s>","{m""VN.ki}>z>","2","NN|VB","608.939","-0.654","179.149","33","1.00","570.875","-0.632","82.926","24","1.000"
"monkish","7","1","15","2.708","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.850","6.646","2.700","6.605","2.320","0.198","0","#","#","#","#","#","#","#","#","3","3","10,336","1,722.667","2,190","m""VNk.IS","6","2","{monk}>ish>","{m""VNk}.>IS>","2","JJ","1,079.500","0.706","576.507","16","0.53","741.538","-0.098","243.892","26","0.929"
"monks","5","10","2,110","7.654","2.670","2.137","0.890","1.881","1","7","7","1","1","5.5","6.224","6.224","5.525","5.525","0","#","1","5.5","1.39","1.900","7.721","1.700","7.164","#","0.598","3,187","1.274","10.290","#","#","#","#","58","17","123","36","6,096","1,524.000","1,756","m""VNks","5","1","{monk}>s>","{m""VNk}>s>","2","NN","652.515","-0.439","222.402","33","0.97","569.926","-0.605","94.793","27","1.000"
"mono","4","#","7,152","8.875","0.730","1.580","0.320","1.447","1","2","2","0","0","8.2","6.268","6.268","#","#","0","#","1","8.2","1.08","1.900","8.380","1.900","8.225","2.040","0.524","0","1.136","11.220","#","3.850","3.000","4.880","6","3","26","14","6,369","2,123.000","1,710","m""A.no","4","2","{mono}","{m""A.no}","1","JJ|NN","740.452","-0.124","217.164","31","0.94","635.423","-0.472","164.359","26","1.000"
"monochrome","10","#","2,791","7.934","0.080","0.699","0.050","0.699","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.400","5.144","4.000","5.542","3.270","0.472","0","1.317","13.780","#","#","#","#","3","3","11","8","13,886","1,542.889","2,261","m""A.n@.kr%om","8","3","{mono--chrome}","{m""A.n@-.-kr%om}","2","JJ","857.750","0.214","256.586","24","0.73","832.000","0.479","281.960","26","0.963"
"monochromes","11","1","11","2.398","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.750","5.779","4.600","5.893","#","0.199","0","#","#","#","#","#","#","#","#","#","#","18,375","1,837.500","2,469","m""A.n@.kr%omz","9","3","{mono--chrome}>s>","{m""A.n@-.-kr%om}>z>","3","NN","1,072.000","0.776","397.254","25","0.78","893.000","0.483","376.532","23","0.958"
"monocle","7","#","354","5.869","0.220","1.079","0.080","0.903","0","1","1","0","0","#","3.045","3.045","#","#","#","#","#","#","#","2.950","6.773","2.700","7.109","3.870","0.256","0","#","13.000","#","#","#","#","9","9","44","27","11,013","1,835.500","2,310","m""A.n@.kl=","6","3","{monocle}","{m""A.n@.kl=}","1","NN","909.923","0.344","349.299","13","0.42","704.130","-0.099","184.120","23","0.852"
"monogamist","10","#","19","2.944","0.080","0.699","0.050","0.699","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.050","5.916","4.300","5.655","3.240","0.221","0","#","12.430","#","#","#","#","#","#","2","1","16,130","1,792.222","2,237","m@.n""A.g@.mIst","10","4","{mono--gam--ist}","{m@.n""A-.-g@.m--Ist}","3","NN|JJ","985.591","0.700","251.751","22","0.69","907.368","0.987","232.329","19","0.864"
"monogamous","10","1","1,062","6.968","0.820","1.633","0.380","1.518","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.850","5.901","3.400","6.405","2.580","0.365","0","0.793","13.320","#","7.050","4.400","7.000","1","1","4","3","12,541","1,393.444","2,180","m@.n""A.g@.m@s","9","4","{mono--gam--ous}","{m@.n""A-.-g@.m--@s}","3","JJ","817.071","0.200","258.886","28","0.90","775.696","0.136","164.839","23","0.885"
"monogamy","8","1","630","6.446","0.900","1.672","0.330","1.462","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.250","6.496","3.350","6.495","1.700","0.345","0","0.957","13.060","#","6.430","3.480","5.570","7","6","24","18","8,534","1,219.143","1,931","m@.n""A.g@.mi","8","4","{mono--gam--y}","{m@.n""A-.-g@.m--i}","3","NN","786.467","0.133","318.517","30","0.88","776.182","0.281","172.280","22","0.815"
"monogram","8","#","295","5.687","0.270","1.176","0.150","1.146","1","1","1","0","0","4.3","6.165","6.165","#","#","0","#","1","4.3","1.31","3.300","6.326","3.400","6.294","4.570","0.380","0","#","11.350","2.955","#","#","#","1","1","8","8","11,678","1,668.286","2,208","m""A.n@.gram","8","3","{mono--gram}","{m""A.n@-.-gram}","2","NN","762.367","-0.150","210.630","30","0.97","707.920","-0.080","130.819","25","1.000"
"monograph","9","1","476","6.165","0.140","0.903","0.080","0.903","0","1","1","0","0","#","5.687","5.687","#","#","#","#","#","#","#","2.900","5.609","3.000","5.090","3.670","0.496","0","1.104","12.390","3.727","#","#","#","#","#","1","1","12,158","1,519.750","2,269","m""A.n@.gr%af","8","3","{mono--graph}","{m""A.n@-.-gr%af}","2","NN","652.969","-0.356","195.414","32","0.94","676.536","-0.289","128.043","28","1.000"
"monographs","10","1","325","5.784","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.400","5.552","3.500","5.289","#","0.482","0","1.073","12.390","#","#","#","#","#","#","#","#","12,231","1,359.000","2,271","m""A.n@.gr%afs","9","3","{mono--graph}>s>","{m""A.n@-.-gr%af}>s>","3","NN","793.353","0.006","293.387","34","1.00","713.889","-0.046","148.954","27","1.000"
"monolith","8","1","5,887","8.681","0.840","1.643","0.080","0.903","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.250","6.068","3.750","5.814","#","0.371","0","#","14.810","#","5.240","3.570","4.320","3","3","10","9","13,915","1,987.857","2,800","m""A.n@.l%IT","7","3","{mono--lith}","{m""A.n@-.-l%IT}","2","NN","845.647","0.519","263.972","17","0.53","858.870","0.505","327.115","23","0.920"
"monolithic","10","1","996","6.904","0.080","0.699","0.050","0.699","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.350","5.902","4.450","4.908","2.650","0.423","0","1.730","14.140","#","#","#","#","1","1","2","2","17,293","1,921.444","3,015","m%A.n@.l""IT.Ik","9","4","{mono--lith}>ic>","{m%A.n@-.-l""IT}.>Ik>","3","JJ","874.048","0.593","253.104","21","0.66","893.889","0.780","297.502","27","1.000"
"monolithically","14","1","13","2.565","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","5.600","5.609","5.150","5.879","#","0.228","0","#","#","#","#","#","#","#","#","#","#","25,321","1,947.769","3,282","m%A.n@.l""IT.Ik.li","11","5","{mono--lith}>ic>>ally>","{m%A.n@-.-l""IT}.>Ik>.>li>","4","RB","1,269.682","1.335","387.660","22","0.71","1,024.176","1.554","237.404","17","0.773"
"monologist","10","1","7","1.946","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.450","5.119","3.750","5.716","#","0.194","0","#","#","#","#","#","#","#","#","#","#","16,544","1,838.222","2,387","mA.n""A.l@.dZIst","10","4","{mono--log--ist}","{mA.n""A-.-l@.dZ--Ist}","3","NN","949.429","0.764","316.171","21","0.70","896.200","0.632","195.998","15","0.625"
"monologue","9","3","650","6.477","1.140","1.771","0.440","1.580","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.800","5.995","3.850","6.757","3.300","0.485","0","1.465","12.590","#","5.430","3.050","4.670","8","4","29","18","10,422","1,302.750","2,130","m""A.n@.l%Og","7","3","{mono--logue}","{m""A.n@-.-l%Og}","2","NN","773.000","-0.011","304.242","31","1.00","664.692","-0.314","109.509","26","1.000"
"monomer","7","2","29","3.367","#","#","#","#","0","1","1","0","0","#","10.734","10.734","#","#","#","#","#","#","#","2.800","6.696","2.500","7.590","#","0.474","0","#","#","#","#","#","#","#","#","#","#","15,489","2,581.500","3,009","m""A.n@.m@`","6","3","{monomer}","{m""A.n@.m@`}","1","NN","1,040.692","0.669","530.679","13","0.42","860.000","0.485","315.859","18","0.750"
"mononucleosis","13","#","63","4.143","0.100","0.778","0.060","0.778","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","6.500","5.446","9.000","5.726","3.580","0.325","0","#","12.940","2.682","#","#","#","#","#","#","#","21,229","1,769.083","2,349","%mAn@%nukli""osIs","13","6","#","","#","NN","1,161.444","1.408","349.622","18","0.64","1,098.188","1.267","376.064","16","0.696"
"monophonic","10","1","87","4.466","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.250","5.122","4.700","5.551","2.360","0.356","0","#","#","#","#","#","#","#","#","#","#","17,282","1,920.222","2,619","%mAn@""fAnIk","9","4","#","","#","JJ","1,077.192","0.775","349.625","26","0.84","1,006.947","1.317","266.972","19","0.760"
"monopolies","10","5","1,059","6.965","0.140","0.903","0.070","0.845","0","1","1","0","0","#","5.572","5.572","#","#","#","#","#","#","#","3.700","5.880","3.550","6.715","#","0.477","0","1.271","6.740","#","#","#","#","#","#","2","2","17,983","1,998.111","2,664","m@.n""A.p@.liz","9","4","{mono--pol--y}>s>","{m@.n""A-.-p@.l--i}>z>","4","NN","917.480","0.458","298.720","25","0.83","789.840","0.129","202.890","25","0.962"
"monopolistic","12","2","281","5.638","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.550","5.222","5.000","5.612","#","0.351","0","1.185","13.850","#","#","#","#","#","#","#","#","25,634","2,330.364","2,785","m@.n%A.p@.l""Ist.Ik","12","5","{mono--pol--ist}>ic>","{m@.n%A-.-p@.l--""Ist}.>Ik>","4","JJ","965.633","0.653","295.555","30","0.94","852.800","0.661","296.054","20","0.741"
"monopolists","11","1","43","3.761","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.200","5.460","4.500","5.699","#","0.240","0","#","#","#","#","#","#","#","#","#","#","19,571","1,957.100","2,549","m@.n""A.p@.lIsts","11","4","{mono--pol--ist}>s>","{m@.n""A-.-p@.l--Ist}>s>","4","NN","977.179","0.757","446.743","28","0.88","765.524","0.418","148.651","21","0.875"
"monopolization","14","1","52","3.951","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.850","5.077","5.050","5.999","1.960","0.205","0","#","#","#","#","#","#","#","#","#","#","29,077","2,236.692","2,817","m@.n%A.p@.l@z.""e.Sn=","12","6","{mono--pol--ize}>ation>","{m@.n%A-.-p@.l--@z$}.>""e.Sn=>","4","NN","899.733","0.348","280.973","30","0.88","874.385","0.544","242.989","26","1.000"
"monopolize","10","4","263","5.572","0.270","1.176","0.150","1.146","0","1","1","0","0","#","6.965","6.965","#","#","#","#","#","#","#","3.900","5.194","3.850","6.021","2.200","0.279","0","#","12.210","#","#","#","#","#","#","1","1","13,341","1,482.333","2,389","m@.n""A.p@.laIz","9","4","{mono--pol--ize}","{m@.n""A-.-p@.l--aIz}","3","VB","765.788","-0.002","273.851","33","1.00","755.037","-0.009","203.168","27","1.000"
"monopoly","8","14","4,878","8.492","2.760","2.152","1.180","2.000","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.450","6.530","3.300","6.232","2.690","0.570","1,125","1.549","6.740","#","5.290","4.830","6.140","68","24","157","53","11,037","1,576.714","2,141","m@.n""A.p@.li","8","4","{mono--pol--y}","{m@.n""A-.-p@.l--i}","3","NN","658.394","-0.450","231.985","33","0.97","694.462","-0.209","182.477","26","0.963"
"monorail","8","#","510","6.234","0.100","0.778","0.040","0.602","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.250","6.547","3.250","6.794","4.710","0.483","0","#","11.050","3.880","#","#","#","1","1","4","3","14,584","2,083.429","2,747","m""A.n@`.rel","7","3","<mono<{rail}","<m""A.n@`<.{rel}","2","NN","951.875","0.815","216.817","24","0.73","826.760","0.561","311.215","25","1.000"
"monosyllabic","12","#","55","4.007","0.100","0.778","0.060","0.778","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","5.250","5.192","5.400","4.480","3.320","0.370","0","1.587","12.120","#","#","#","#","1","1","3","2","15,085","1,371.364","2,269","m%A.n@.sI.l""a.bIk","11","5","{monosyllab--ic}","{m%A.n@.sI.l""a.b--Ik}","2","JJ","1,142.833","1.078","467.004","24","0.73","911.929","0.700","208.504","14","0.538"
"monosyllable","12","1","11","2.398","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.950","5.205","5.200","5.472","2.890","0.201","0","#","11.210","#","#","#","#","#","#","2","2","16,773","1,524.818","2,390","m""A.n@.s%I.l@.bl=","10","5","<mono<{syllab--le}","<m""A.n@<.{s%I.l@.b--l=}","3","NN","942.688","0.943","283.498","16","0.53","903.333","0.974","229.123","21","0.875"
"monosyllables","13","2","9","2.197","0.060","0.602","0.040","0.602","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","5.450","5.196","5.850","5.546","#","0.244","0","#","11.210","#","#","#","#","#","#","#","#","21,262","1,771.833","2,451","m""A.n@.s%I.l@.bl=z","11","5","<mono<{syllab--le}>s>","<m""A.n@<.{s%I.l@.b--l=}>z>","4","NN","926.133","1.128","306.517","15","0.54","920.087","0.925","295.848","23","0.958"
"monotheism","10","#","208","5.338","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.250","6.343","5.800","6.155","2.070","0.415","0","#","15.330","#","#","#","#","2","2","4","4","13,941","1,549.000","2,396","""mAn@%TiIz@m","10","5","#","","#","NN|JJ","902.619","0.384","219.941","21","0.64","825.000","0.575","189.512","21","0.808"
"monotone","8","3","196","5.278","0.100","0.778","0.060","0.778","1","0","0","0","0","4.9","#","0.000","#","#","0","#","1","4.9","1.08","2.850","6.788","3.450","6.269","3.070","0.387","0","1.694","11.110","#","#","#","#","6","6","37","19","15,521","2,217.286","2,511","m""A.n@.t%on","7","3","<mono<{tone}","<m""A.n@<.{t%on}","2","NN","737.519","-0.151","214.384","27","0.82","701.690","-0.148","211.605","29","1.000"
"monotonous","10","8","359","5.883","0.840","1.643","0.430","1.568","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.100","6.133","3.750","6.622","1.550","0.334","0","1.836","13.470","#","3.050","2.680","4.550","10","7","62","35","17,188","1,909.778","2,545","m@.n""A.tn=.@s","8","4","<mono<{tone}>ous>","<m@.n""A<.{tn=$}.>@s>","3","JJ","808.143","0.263","321.774","28","0.88","802.083","0.326","239.468","24","0.889"
"monotony","8","7","130","4.868","0.330","1.255","0.200","1.255","1","0","0","0","0","5.3","#","0.000","#","#","1","5.3","0","#","0.92","3.100","6.969","3.750","7.229","1.790","0.260","0","1.646","14.440","#","#","#","#","10","7","26","20","13,402","1,914.571","2,300","m@.n""A.tn=.i","7","4","<mono<{tone}>y>","<m@.n""A<.{tn=$}.>i>","3","NN","918.550","0.139","447.333","20","0.62","825.526","0.361","275.549","19","0.792"
"monoxide","8","#","490","6.194","1.140","1.771","0.480","1.613","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.500","6.081","3.850","6.106","2.900","0.532","0","0.927","12.790","#","3.000","4.550","4.850","13","4","23","6","10,057","1,436.714","2,004","m@n.""Ak.saId","8","3","<mon<{oxide}","<m@n<.{""Ak.saId}","2","NN","808.286","0.307","233.319","28","0.85","744.480","0.034","129.060","25","0.893"
"Monroe","6","12","2,302","7.742","6.750","2.538","1.390","2.072","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.500","7.536","2.600","7.502","#","0.599","3,210","#","#","#","#","#","#","1","1","5","5","7,946","1,589.200","1,938","m@n.r""o","5","2","{monroe}","{m@n.r""o}","1","NN","825.455","0.094","284.411","33","1.00","628.680","-0.420","140.132","25","0.962"
"Monsieur","8","12","522","6.258","31.080","3.200","3.030","2.406","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.350","6.728","3.000","7.447","3.540","0.453","0","1.078","10.120","#","5.500","3.300","5.890","#","#","#","#","11,880","1,697.143","2,472","m@.sj""3`","5","2","{monsieur}","{m@.sj""3`}","1","NN","903.652","0.291","366.415","23","0.72","831.947","0.526","285.486","19","0.731"
"monsignor","9","#","111","4.710","2.180","2.049","0.270","1.380","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.700","6.499","3.950","6.163","3.420","0.480","0","#","13.920","#","#","#","#","#","#","#","#","13,739","1,717.375","2,425","mAn.s""i.nj@`","8","3","{mon--signor}","{mAn-.-s""i.nj@`}","2","NN","1,180.200","1.160","543.925","10","0.32","949.533","1.066","224.367","15","0.625"
"monsoon","7","3","603","6.402","0.780","1.613","0.360","1.491","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.900","7.386","2.950","6.909","4.480","0.544","0","1.323","11.280","3.071","2.850","4.500","3.090","7","4","29","13","13,740","2,290.000","2,373","mAn.s""un","6","2","{monsoon}","{mAn.s""un}","1","NN","834.259","0.228","314.414","27","0.82","771.478","0.039","278.070","23","0.885"
"monster","7","6","15,607","9.655","38.860","3.297","11.270","2.976","1","1","1","1","1","4.8","4.828","4.828","4.828","4.828","0","#","1","4.8","2.00","1.900","6.868","2.150","7.024","3.720","0.622","5,029","1.613","4.580","2.654","2.550","5.550","5.000","249","94","695","246","21,548","3,591.333","3,778","m""An.st@`","6","2","{monster}","{m""An.st@`}","1","NN","610.576","-0.710","211.988","33","1.00","602.500","-0.592","96.542","28","1.000"
"monsters","8","3","6,376","8.760","10.780","2.741","3.890","2.514","1","1","1","1","1","4.9","4.883","4.883","4.883","4.883","0","#","1","4.9","1.79","2.350","6.894","2.550","6.935","#","0.592","2,635","1.327","4.580","#","#","#","#","18","14","64","49","23,017","3,288.143","3,967","m""An.st@`z","7","2","{monster}>s>","{m""An.st@`}>z>","2","NN","669.844","-0.551","229.019","32","0.91","636.643","-0.435","195.565","28","1.000"
"monstrosity","11","3","311","5.740","0.750","1.591","0.450","1.591","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.900","6.210","4.900","6.342","2.400","0.235","0","1.678","13.060","#","3.840","5.830","4.210","1","1","6","6","20,244","2,024.400","2,869","mAn.str""As.@.4i","11","4","{monstr--ous}>ity>","{mAn.str--""As$}.>@.4i>","3","NN","997.680","1.076","306.703","25","0.71","884.750","0.660","289.745","24","0.923"
"monstrous","9","13","920","6.824","2.390","2.090","1.180","2.000","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.350","6.149","2.950","5.906","2.480","0.507","0","1.693","10.670","#","3.430","5.900","3.860","2","2","18","15","17,965","2,245.625","2,914","m""An.str@s","8","2","{monstr--ous}","{m""An.str--@s}","2","JJ","763.484","-0.025","223.210","31","0.97","696.346","-0.211","167.853","26","1.000"
"montage","7","#","475","6.163","1.120","1.763","0.270","1.380","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.200","7.226","3.000","7.343","2.930","0.493","0","1.108","11.530","1.720","5.480","4.850","5.760","#","#","5","5","12,460","2,076.667","2,569","mAn.t""AZ","6","2","{montage}","{mAn.t""AZ}","1","NN","725.167","-0.089","299.189","18","0.55","757.565","0.018","252.513","23","0.885"
"Montana","7","2","5,474","8.608","5.940","2.483","1.740","2.167","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.950","8.213","3.150","7.802","#","0.599","3,314","#","#","#","#","#","#","6","5","20","16","15,375","2,562.500","2,890","mAn.t""a.n@","7","3","{montana}","{mAn.t""a.n@}","1","NN","691.406","-0.346","350.849","32","0.94","635.679","-0.430","163.146","28","0.966"
"monte","5","5","2,406","7.786","5.490","2.449","1.170","1.996","1","2","2","0","0","11.2","6.670","6.670","#","#","1","11.2","0","#","0.69","1.950","8.537","1.950","7.413","#","0.582","2,144","#","#","#","#","#","#","#","#","#","#","12,983","3,245.750","2,631","m""An.4i","5","2","{monte}","{m""An.4i}","1","NN","859.444","0.159","270.066","18","0.53","846.588","0.384","317.519","17","0.680"
"Monterey","8","1","1,919","7.560","1.000","1.716","0.170","1.176","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.000","6.497","3.750","6.198","#","0.560","24","#","#","#","#","#","#","#","#","1","1","23,923","3,417.571","4,345","m%An.4@`.r""e","7","3","{monterey}","{m%An.4@`.r""e}","1","NN","862.227","0.336","287.283","22","0.67","879.125","0.472","277.711","24","0.889"
"Montgomery","10","16","3,445","8.145","6.040","2.490","1.120","1.978","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.550","6.919","5.250","6.604","#","0.618","4,591","#","#","#","#","#","#","2","2","2","2","18,718","2,079.778","2,713","mAnt.g""A.m@`.ri","10","4","{mont--gomery}","{mAnt-.-g""A.m@`.ri}","2","NN","762.818","-0.109","272.340","33","1.00","772.148","0.233","230.264","27","1.000"
"Montgomery's","12","2","39","3.664","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","19,859","1,805.364","2,759","mAnt.g""A.m@`.riz","11","4","{mont--gomery}>'s>","{mAnt-.-g""A.m@`.ri}>z>","3","encl","906.364","0.316","369.329","33","1.00","771.080","0.195","271.203","25","0.962"
"month","5","130","76,300","11.242","95.180","3.686","34.510","3.462","2","2","2","0","0","9.1","9.679","9.679","#","#","0","#","2","9.1","1.23","1.800","8.642","1.900","8.684","4.200","0.668","7,785","2.044","5.790","1.360","5.780","3.640","5.050","254","29","543","78","9,911","2,477.750","2,268","m""VnT","4","1","{month}","{m""VnT}","1","NN","602.824","-0.586","154.395","34","1.00","607.480","-0.457","144.855","25","0.962"
"monthly","7","23","24,699","10.115","2.980","2.185","1.600","2.130","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.750","7.310","2.750","7.626","3.570","0.624","5,077","1.753","7.950","#","5.320","3.500","4.670","31","17","140","41","11,526","1,921.000","2,440","m""VnT.li","6","2","{month}>ly>","{m""VnT}.>li>","2","JJ|RB","651.312","-0.371","258.414","32","1.00","574.348","-0.683","79.939","23","1.000"
"months","6","189","100,610","11.519","163.020","3.920","47.990","3.605","1","0","5","0","0","7.7","#","7.745","#","#","0","#","1","7.7","1.50","2.050","7.674","1.950","7.206","#","0.682","8,612","2.134","5.790","#","#","#","#","51","9","147","28","9,984","1,996.800","2,299","m""VnTs","5","1","{month}>s>","{m""VnT}>s>","2","NN","613.424","-0.627","200.588","33","1.00","621.966","-0.533","144.682","29","1.000"
"month's","7","2","2,310","7.745","#","#","#","#","0","0","5","0","0","#","#","11.519","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","10,950","1,825.000","2,443","m""VnTs","5","1","{month}>'s>","{m""VnT}>s>","2","encl","772.529","-0.074","404.110","34","1.00","648.609","-0.418","149.874","23","0.920"
"Monticello","10","3","291","5.673","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.800","6.210","5.950","6.289","#","0.454","0","#","#","#","#","#","#","#","#","#","#","22,109","2,456.556","3,337","m%An.4I.tS""E.lo","9","4","{monti--cello}","{m%An.4I-.-tS""E.lo}","2","NN","808.935","0.060","258.486","31","0.91","838.364","0.360","267.751","22","0.786"
"Montpelier","10","7","94","4.543","0.080","0.699","0.050","0.699","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.500","6.037","5.350","6.103","#","0.394","0","#","#","#","#","#","#","#","#","#","#","22,180","2,464.444","2,941","m%on.p""El.je","8","3","{mont--pelier}","{m%on-.-p""El.je}","2","NN","898.389","0.512","317.877","18","0.64","811.471","0.373","295.796","17","0.739"
