Word,Length,Freq_KF,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,SUBTLCD,LgSUBTLCD,Ortho_N,Phono_N,Phono_N_H,OG_N,OG_N_H,Freq_N,Freq_N_P,Freq_N_PH,Freq_N_OG,Freq_N_OGH,Freq_Greater,Freq_G_Mean,Freq_Less,Freq_L_Mean,Freq_Rel,OLD,OLDF,PLD,PLDF,Concreteness_Rating,Semantic_Neighborhood_Density,Semantic_Neighbors,Semantic_Diversity,Age_Of_Acquisition,Body_Object_Interaction,Emotional_Valence,Emotional_Arousal,Emotional_Dominance,Assoc_Freq_R1,Assoc_Types_R1,Assoc_Freq_R123,Assoc_Types_R123,BG_Sum,BG_Mean,BG_Freq_By_Pos,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy,Word_IPA
abolition,9,10,827,6.718,0.200,1.041,0.100,0.954,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.850,7.489,2.950,6.779,2.430,0.567,263,1.688,13.280,#,#,#,#,1,1,4,3,"19,884","2,485.500","2,408","%a.b@.l""IS.n=",7,4,{abolish}>ion>,"{%a.b@.l""IS$}.>n=>",2,NN,834.333,0.083,342.424,30,0.91,904.143,0.413,406.213,21,0.875, æ b ə l ɪ ʃ ə n 
abolitionist,12,1,134,4.898,0.220,1.079,0.080,0.903,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.300,5.914,4.950,5.426,3.280,0.489,0,0.715,12.600,#,#,#,#,#,#,#,#,"27,726","2,520.545","2,547","%a.b@.l""IS.n=.Ist",10,5,{abolish}>ion>>ist>,"{%a.b@.l""IS$}.>n=>.>Ist>",3,NN|JJ,982.893,0.642,310.016,28,0.9,917.083,0.764,285.817,24,0.857, æ b ə l ɪ ʃ ə n ɪ s t 
abolitionists,13,4,100,4.605,0.250,1.146,0.050,0.699,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.750,5.675,5.200,5.341,#,0.418,0,0.623,12.600,#,#,#,#,#,#,#,#,"28,732","2,394.333","2,564","%a.b@.l""IS.n=.Ists",11,5,{abolish}>ion>>ist>>s>,"{%a.b@.l""IS$}.>n=>.>Ist>>s>",4,NN,"1,010.967",0.783,280.612,30,0.97,859.375,0.553,306.056,24,0.889, æ b ə l ɪ ʃ ə n ɪ s t s 
abominable,10,#,473,6.159,0.630,1.518,0.300,1.415,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.450,5.989,4.000,5.901,1.890,0.325,0,1.698,8.940,#,4.050,5.450,4.620,2,2,8,7,"18,283","2,031.444","2,306","@.b""A.m@.n@.bl=",9,5,{abomin--able},"{@.b""A.m@.n--@.bl=}",2,JJ,829.071,0.269,373.990,28,0.93,899.211,0.737,339.061,19,0.76, ɐ b ɑː m ɪ n ə b əl 
abominate,9,#,3,1.099,0.060,0.602,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.950,5.623,2.850,5.380,1.680,0.316,0,#,15.000,#,#,#,#,#,#,2,1,"21,257","2,657.125","3,075","@.b""A.m@.net",8,4,{abomin--ate},"{@.b""A.m@.n--et}",2,VB,888.593,0.506,268.724,27,0.82,849.000,0.683,241.202,21,0.875, ɐ b ɑː m ᵻ n eɪ t 
aboriginal,10,1,"1,459",7.286,0.180,1.000,0.110,1.000,0,1,1,0,0,#,4.263,4.263,#,#,#,#,#,#,#,4.000,6.620,4.950,6.512,3.120,0.593,"3,014",1.364,14.750,#,#,#,#,2,2,5,4,"20,180","2,242.222","2,227","%a.b@`.r""I.dZ@.nl=",9,5,{ab--origin--al},"{%a.b--@`.r""I.dZ@.n--l=}",3,JJ|NN,916.727,0.632,264.901,22,0.67,923.682,0.725,366.793,22,0.957, æ b ɚ ɹ ɪ dʒ ɪ n əl 
aborigine,9,7,71,4.263,0.080,0.699,0.050,0.699,0,1,1,0,0,#,7.286,7.286,#,#,#,#,#,#,#,3.600,6.635,4.800,6.807,#,0.272,0,#,12.560,#,#,#,#,9,8,24,16,"17,964","2,245.500","2,101","%a.b@`.r""I.dZ@.ni",9,5,{ab--origin--e},"{%a.b--@`.r""I.dZ@.n--i}",3,NN,933.600,0.731,319.676,10,0.31,951.933,1.119,222.382,15,0.682, æ b ɚ ɹ ɪ dʒ ə n i 
aborigines,10,8,511,6.236,0.180,1.000,0.100,0.954,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.700,6.647,5.150,6.562,#,0.513,0,1.270,12.560,#,#,#,#,2,2,3,2,"22,453","2,494.778","2,453","%a.b@`.r""I.dZ@.niz",10,5,{ab--origin--e}>s>,"{%a.b--@`.r""I.dZ@.n--i}>z>",4,NN,977.364,0.731,238.687,22,0.69,875.941,0.69,239.163,17,0.81, æ b ɚ ɹ ɪ dʒ ə n i z 
abort,5,#,"2,778",7.929,4.610,2.373,1.410,2.075,1,2,2,0,0,14.1,5.497,5.497,#,#,1,14.1,0,#,0.56,1.950,8.061,1.900,7.552,2.830,0.392,0,1.278,12.210,1.542,3.100,5.800,3.380,3,3,19,17,"5,527","1,381.750",650,"@.b""Ort",5,2,{abort},"{@.b""Ort}",1,VB,672.484,-0.409,235.686,31,0.97,583.704,-0.631,128.572,27,1.0, ɐ b ɔːɹ t 
abortion,8,6,"16,764",9.727,7.240,2.568,1.850,2.193,0,1,1,0,0,#,4.143,4.143,#,#,#,#,#,#,#,2.550,7.046,2.550,6.963,3.410,0.581,"1,733",1.226,13.210,#,2.580,5.430,4.730,25,17,104,43,"17,418","2,488.286","1,878","@.b""Or.Sn=",6,3,{abort}>ion>,"{@.b""Or.S$}>n=>",2,NN,686.455,-0.324,245.727,33,0.97,660.692,-0.212,186.687,26,1.0, ɐ b ɔːɹ ʃ ə n 
abortionist,11,#,206,5.328,0.080,0.699,0.050,0.699,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.100,5.531,4.100,5.351,3.190,0.162,0,#,15.000,#,#,#,#,#,#,#,#,"25,260","2,526.000","2,165","@.b""Or.Sn=.Ist",9,4,{abort}>ion>>ist>,"{@.b""Or.S$}>n=>.>Ist>",3,NN,833.824,0.124,243.543,34,0.97,807.792,0.203,229.374,24,1.0, ɐ b ɔːɹ ʃ ə n ɪ s t 
abortions,9,1,"3,768",8.234,0.690,1.556,0.330,1.462,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.750,6.914,2.650,6.338,#,0.515,0,0.980,13.210,#,#,#,#,#,#,#,#,"19,274","2,409.250","2,000","@.b""Or.Sn=z",7,3,{abort}>ion>>s>,"{@.b""Or.S$}>n=>>z>",3,NN,774.633,-0.199,212.348,30,0.97,643.481,-0.343,173.683,27,0.964, ɐ b ɔːɹ ʃ ə n z 
abortive,8,3,213,5.361,0.020,0.301,0.010,0.301,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.850,6.836,2.750,7.429,1.880,0.431,0,1.737,13.930,#,#,#,#,1,1,2,2,"13,078","1,868.286","1,412","@.b""Or4.Iv",7,3,{abort}>ive>,"{@.b""Or4}.>Iv>",2,JJ,881.077,0.142,454.684,26,0.79,713.444,-0.07,199.184,27,0.964, ɐ b ɔːɹ ɾ ɪ v 
abound,6,1,"1,065",6.971,0.350,1.279,0.190,1.230,1,0,0,0,0,12.5,#,0.0,#,#,1,12.5,0,#,0.56,1.850,8.605,1.900,8.505,2.270,0.455,0,1.954,11.650,#,#,#,#,1,1,9,8,"7,063","1,412.600",633,"@.b""aUnd",5,2,{abound},"{@.b""aUnd}",1,VB,768.900,-0.066,324.778,30,0.91,596.333,-0.648,126.772,27,1.0, ɐ b aʊ n d 
abounded,8,2,78,4.357,0.060,0.602,0.040,0.602,0,2,2,0,0,#,6.925,6.925,#,#,#,#,#,#,#,2.200,6.752,2.000,7.199,#,0.292,0,1.798,11.650,#,#,#,#,#,#,#,#,"14,149","2,021.286","1,688","@.b""aUn4.@d",7,3,{abound}>ed>,"{@.b""aUn4}.>@d>",2,VB,832.310,0.175,433.812,29,0.88,685.542,-0.279,197.592,24,0.923, ɐ b aʊ n d ᵻ d 
abounding,9,1,100,4.605,0.080,0.699,0.040,0.602,0,2,2,0,0,#,7.585,7.585,#,#,#,#,#,#,#,2.400,6.925,2.000,7.411,2.040,0.244,0,#,11.650,#,#,#,#,1,1,1,1,"19,754","2,469.250","2,235","@.b""aUn4.IN",7,3,{abound}>ing>,"{@.b""aUn4}.>IN>",2,VB,884.516,0.280,417.124,31,0.91,657.000,-0.336,108.035,27,0.964, ɐ b aʊ n d ɪ ŋ 
abounds,7,1,314,5.749,0.200,1.041,0.120,1.041,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.200,7.713,2.300,8.086,#,0.324,0,1.990,11.650,#,#,#,#,2,2,4,4,"7,478","1,246.333",682,"@.b""aUndz",6,2,{abound}>s>,"{@.b""aUnd}>z>",2,VB,678.903,-0.279,212.349,31,0.89,614.667,-0.544,121.758,27,0.964, ɐ b aʊ n d z 
about,5,"1,815","1,307,019",14.083,"3,631.490",5.268,99.200,3.920,1,3,3,0,0,7.9,5.194,5.194,#,#,0,#,1,7.9,1.78,1.850,7.669,1.950,7.353,1.770,0.698,"9,599",2.266,5.071,1.417,#,#,#,232,67,505,163,"4,387","1,096.750",444,"@.b""aUt",4,2,{about},"{@.b""aUt}",1,minor|RB|JJ,628.194,-0.561,167.995,31,0.94,560.429,-0.77,114.886,28,0.966, ɐ b aʊ t 
above,5,296,"177,919",12.089,48.880,3.397,21.200,3.250,1,1,1,0,0,6.2,5.557,5.557,#,#,0,#,1,6.2,1.95,1.950,7.669,1.950,7.966,3.330,0.682,"8,495",2.240,4.549,1.400,#,#,#,246,83,606,187,"4,212","1,053.000",566,"@.b""Vv",4,2,{above},"{@.b""Vv}",1,minor|JJ|NN,564.333,-0.855,162.031,33,0.94,561.393,-0.717,131.474,28,1.0, ə b ʌ v 
aboveground,11,2,19,2.944,0.140,0.903,0.080,0.903,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.650,6.269,4.650,6.209,4.030,0.398,0,#,8.050,#,#,#,#,#,#,#,#,"12,830","1,283.000",909,"@.b""Vv.gr%aUnd",9,3,{above}{ground},"{@.b""Vv}.{gr%aUnd}",2,RB|JJ,830.645,0.186,187.024,31,0.94,755.889,0.096,176.128,27,1.0, ɐ b ʌ v ɡ ɹ aʊ n d 
abracadabra,11,#,73,4.29,1.040,1.732,0.310,1.431,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,5.950,6.262,6.900,6.368,2.040,0.197,0,#,6.890,#,5.110,5.270,4.960,5,5,9,7,"14,234","1,423.400","1,010","%a.br@.k@.d""a.br@",11,5,{abracadabra},"{%a.br@.k@.d""a.br@}",1,minor,889.250,0.743,285.974,20,0.65,950.955,1.11,237.991,22,0.917, æ b ɹ ə k ə d æ b ɹ ə 
Abraham,7,6,"3,824",8.249,5.180,2.423,1.670,2.149,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.800,6.908,4.950,5.890,#,0.614,"4,395",#,#,#,#,#,#,38,8,70,20,"6,849","1,141.500",683,"""e.br@.h%am",7,3,{abraham},"{""e.br@.h%am}",1,NN,782.844,-0.145,269.089,32,1.0,729.885,-0.147,254.216,26,0.963, eɪ b ɹ ə h æ m 
abrasion,8,1,250,5.521,0.350,1.279,0.180,1.204,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.900,6.873,2.800,6.813,4.570,0.401,0,1.129,11.950,2.304,#,#,#,#,#,7,5,"14,955","2,136.429","1,572","@.br""e.Zn=",6,3,{abrade}>ion>,"{@.br""e.Z$}>n=>",2,NN,807.346,0.080,242.709,26,0.79,751.560,-0.03,202.732,25,0.962, ɐ b ɹ eɪ ʒ ə n 
abrasive,8,#,576,6.356,0.450,1.380,0.260,1.362,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.900,5.705,2.700,6.587,3.030,0.455,0,1.499,12.220,1.815,4.260,6.100,4.940,11,9,61,43,"10,615","1,516.429","1,106","@.br""es.Iv",7,3,{abrade}>ive>,"{@.br""es$}.>Iv>",2,JJ,710.594,-0.254,187.548,32,0.94,635.538,-0.429,77.623,26,0.963, ɐ b ɹ eɪ s ɪ v 
abreast,7,5,491,6.196,0.510,1.431,0.300,1.415,0,3,3,0,0,#,8.210,8.21,#,#,#,#,#,#,#,2.700,7.293,1.750,7.878,2.230,0.335,0,1.834,13.060,#,4.620,4.610,5.190,2,2,7,7,"12,955","2,159.167","1,427","@.br""Est",6,2,{abreast},"{@.br""Est}",1,RB,846.484,0.406,331.991,31,0.94,711.000,-0.164,153.046,24,0.923, ɐ b ɹ ɛ s t 
abridged,8,1,797,6.681,0.180,1.000,0.070,0.845,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.850,6.629,2.900,6.644,1.770,0.426,0,1.626,12.560,#,#,#,#,#,#,2,1,"11,135","1,590.714","1,669","@.br""IdZd",6,2,{abridge}>ed>,"{@.br""IdZ}>d>",2,VB,927.290,0.239,441.940,31,0.91,758.536,0.047,222.612,28,1.0, ɐ b ɹ ɪ dʒ d 
abridgment,10,1,42,3.738,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.950,6.280,3.900,7.073,2.670,0.252,0,#,#,#,#,#,#,1,1,1,1,"14,074","1,563.778","1,481","@.br""IdZ.m@nt",9,3,{abridge}>ment>,"{@.br""IdZ}.>m@nt>",2,NN,"1,152.611",0.873,484.354,18,0.6,786.957,0.201,214.611,23,0.958, ɐ b ɹ ɪ dʒ m ə n t 
abroad,6,51,"5,984",8.697,4.900,2.400,2.420,2.310,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.550,7.413,1.950,7.526,2.720,0.637,"5,931",1.935,10.154,1.815,#,#,#,47,19,110,64,"5,195","1,039.000",530,"@.br""Od",5,2,{abroad},"{@.br""Od}",1,RB|NN,654.688,-0.511,184.988,32,0.97,621.704,-0.564,97.089,27,1.0, ɐ b ɹ ɔː d 
abrogate,8,#,100,4.605,0.020,0.301,0.010,0.301,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.850,5.911,2.650,5.297,#,0.276,0,#,15.220,#,#,#,#,#,#,5,5,"13,420","1,917.143","1,680","""a.br@.get",7,3,{ab--rog--ate},"{""a.b--r@.g--et}",3,VB,798.583,0.724,104.223,12,0.38,"1,052.429",0.91,349.066,14,0.778, æ b ɹ ə ɡ eɪ t 
abrogated,9,1,128,4.852,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.300,6.198,2.850,6.527,#,0.361,0,1.609,15.220,#,#,#,#,#,#,#,#,"17,905","2,238.125","2,295","""a.br@.g%e4.@d",9,4,{ab--rog--ate}>ed>,"{""a.b--r@.g--%e4}.>@d>",4,VB,818.533,0.317,197.034,15,0.47,805.882,0.712,271.245,17,0.739, æ b ɹ ə ɡ eɪ ɾ ᵻ d 
abrupt,6,18,719,6.578,1.140,1.771,0.670,1.756,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.700,7.768,2.550,6.970,2.270,0.505,0,1.833,10.950,#,3.280,5.230,3.750,32,23,104,68,"3,013",602.600,350,"@.br""Vpt",6,2,{abrupt},"{@.br""Vpt}",1,JJ,690.971,-0.186,165.977,34,1.0,584.889,-0.508,97.787,27,1.0, ɐ b ɹ ʌ p t 
abruptly,8,18,"1,230",7.115,0.880,1.663,0.510,1.643,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.650,6.448,3.700,6.183,2.360,0.566,627,1.425,#,#,#,#,#,6,2,9,3,"4,977",711.000,566,"@.br""Vpt.li",8,3,{abrupt}>ly>,"{@.br""Vpt}.>li>",2,RB,701.212,-0.118,172.031,33,0.97,637.786,-0.364,146.487,28,1.0, ɐ b ɹ ʌ p t l i 
abruptness,10,1,23,3.135,0.080,0.699,0.050,0.699,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.850,4.524,3.750,4.813,2.040,0.168,0,#,12.390,#,#,#,#,#,#,#,#,"11,412","1,268.000","1,104","@.br""Vpt.n@s",9,3,{abrupt}>ness>,"{@.br""Vpt}.>n@s>",2,NN,817.679,0.326,234.220,28,0.82,768.500,-0.037,233.606,28,1.0, ɐ b ɹ ʌ p t n ə s 
abscess,7,#,96,4.564,0.490,1.415,0.250,1.342,0,3,3,0,0,#,8.674,8.674,#,#,#,#,#,#,#,2.700,7.159,2.050,7.748,4.480,0.390,0,#,13.110,3.905,2.790,4.000,3.950,3,3,12,11,"9,799","1,633.167","1,773","""ab.sEs",5,2,{abscess},"{""ab.sEs}",1,NN,"1,033.500",1.021,445.438,18,0.58,801.450,0.461,248.781,20,0.833, æ b s ɛ s 
abscesses,9,3,109,4.691,0.140,0.903,0.070,0.845,0,3,3,0,0,#,5.317,5.317,#,#,#,#,#,#,#,3.100,6.605,2.500,6.738,#,0.393,0,#,13.110,#,#,#,#,#,#,#,#,"16,319","2,039.875","2,373","""ab.sEs.@z",7,3,{abscess}>s>,"{""ab.sEs}.>@z>",2,NN,"1,061.211",1.064,348.182,19,0.68,997.056,0.82,378.985,18,0.72, æ b s ɛ s ᵻ z 
abscissa,8,1,18,2.89,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.850,6.901,2.750,6.794,#,0.273,0,#,#,#,#,#,#,#,#,#,#,"8,159","1,165.571","1,253","ab.s""I.s@",6,3,{absciss--a},"{ab.s""I.s--@}",2,NN,953.154,0.770,338.616,13,0.41,748.571,0.254,153.424,7,0.304, ɐ b s ɪ s ə 
abscond,7,#,17,2.833,0.100,0.778,0.060,0.778,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.950,7.149,3.000,7.941,#,0.185,0,#,13.360,#,#,#,#,7,6,29,19,"10,948","1,824.667","1,279","@b.sk""And",7,2,{abscond},"{@b.sk""And}",1,VB,774.111,0.538,118.999,9,0.26,803.200,0.376,220.618,20,0.714, ɐ b s k ɑː n d 
absence,7,53,"7,304",8.896,6.310,2.509,3.400,2.456,0,2,2,0,0,#,6.289,6.289,#,#,#,#,#,#,#,2.650,7.259,2.650,7.154,2.310,0.651,"6,934",2.162,7.700,#,3.860,4.300,4.240,35,19,99,56,"10,107","1,684.500","1,335","""ab.sn=s",5,2,{abs--ence},"{""ab.s--n=s}",2,NN,687.000,-0.396,404.052,32,0.97,666.148,-0.325,271.802,27,1.0, æ b s ə n s 
absences,8,3,143,4.963,0.270,1.176,0.140,1.114,0,1,1,0,0,#,4.691,4.691,#,#,#,#,#,#,#,2.750,6.311,3.100,6.213,#,0.330,0,1.715,7.700,#,#,#,#,#,#,1,1,"14,596","2,085.143","1,933","""ab.sn=s.@z",7,3,{abs--ence}>s>,"{""ab.s--n=s}.>@z>",3,NN,812.118,-0.088,440.985,34,0.97,713.000,-0.063,212.268,27,0.964, æ b s ə n s ᵻ z 
absent,6,28,"3,019",8.013,2.570,2.121,1.320,2.049,1,1,1,0,0,6.2,8.896,8.896,#,#,0,#,1,6.2,1.30,1.950,6.556,2.700,7.397,2.700,0.608,"3,976",2.117,6.500,1.478,4.100,3.720,4.210,34,24,127,78,"10,095","2,019.000","1,381","""ab.sn=t",5,2,{abs--ent},"{""ab.s--n=t}",2,JJ,665.324,-0.414,260.973,34,1.0,607.885,-0.502,137.150,26,1.0, æ b s ə n t 
absented,8,1,4,1.386,#,#,#,#,2,1,1,0,0,4.3,7.075,7.075,#,#,2,4.3,0,#,0.32,2.400,6.732,2.550,6.738,#,0.193,0,#,#,#,#,#,#,#,#,1,1,"18,975","2,710.714","2,613","ab.s""En4.@d",8,3,{abs--ent}>ed>,"{ab.s--""En4}.>@d>",3,VB,794.577,-0.068,325.296,26,0.84,792.208,0.152,233.112,24,0.857, æ b s ɛ n t ᵻ d 
absentee,8,1,152,5.024,0.350,1.279,0.210,1.279,1,0,0,0,0,1.4,#,0.0,#,#,0,#,1,1.4,3.62,2.950,6.574,3.650,7.012,3.290,0.396,0,1.620,11.000,#,#,#,#,1,1,4,4,"15,360","2,194.286","1,903","%ab.sn=t.""i",6,3,{abs--ent}>ee>,"{%ab.s--n=t}.>""i>",3,JJ,886.786,0.324,375.030,28,0.85,671.087,-0.395,184.810,23,0.852, æ b s ə n t iː 
absenteeism,11,1,78,4.357,0.100,0.778,0.060,0.778,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,5.100,5.881,5.800,5.111,2.350,0.277,0,1.409,13.430,#,#,#,#,#,#,2,2,"18,955","1,895.500","2,061","%ab.sn=t.""i.I.zm=",9,5,{abs--ent}>ee>>ism>,"{%ab.s--n=t}.>""i>.>I.zm=>",4,NN,963.421,0.811,324.589,19,0.59,917.857,1.024,241.997,21,0.913, æ b s ə n t iː ɪ z ə m
absently,8,6,190,5.247,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.850,6.272,3.300,6.746,1.710,0.282,0,1.302,#,#,#,#,#,#,#,#,#,"12,059","1,722.714","1,597","""ab.sn=t.li",7,3,{abs--ent}>ly>,"{""ab.s--n=t}.>li>",3,RB,648.100,-0.400,245.667,30,0.94,716.077,-0.032,216.362,26,0.929,æ b s ə n t l i 
absentmindedly,14,1,49,3.892,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,6.700,5.632,8.250,4.677,1.760,0.184,0,#,#,#,#,#,#,#,#,#,#,"29,158","2,242.923","2,311","%ab.sn=t.m""aIn4.@d.li",13,5,{abs--ent}{mind}>ed>>ly>,"{%ab.s--n=t}.{m""aIn4}.>@d>.>li>",5,RB,"1,038.526",1.102,305.675,19,0.66,835.056,0.542,245.476,18,0.72, æ b s ə n t m aɪ n d ᵻ d l i 
absinth,7,#,8,2.079,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.250,7.280,2.950,7.171,#,0.191,0,#,#,#,#,#,#,#,#,1,1,"14,164","2,360.667","1,459","""ab.sInT",6,2,{absinth},"{""ab.sInT}",1,NN,744.500,0.833,91.217,2,0.07,710.300,0.229,214.490,10,0.435, ɐ b s ɪ n θ 
absolute,8,30,"16,840",9.732,11.310,2.762,5.850,2.692,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.900,6.971,3.600,6.193,1.810,0.623,"4,823",2.109,8.530,#,5.430,3.480,5.580,51,33,178,97,"9,228","1,318.286","1,202","""ab.s@.l%ut",7,3,{absolute},"{""ab.s@.l%ut}",1,JJ|NN,707.029,-0.340,202.539,34,1.0,578.286,-0.629,123.918,28,1.0, æ b s ə l uː t 
absolutely,10,27,"36,965",10.518,113.120,3.761,39.230,3.518,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.850,6.075,4.700,5.583,1.970,0.592,"2,752",1.941,7.085,#,#,#,#,89,23,206,53,"12,506","1,389.556","1,450","%ab.s@.l""ut.li",9,4,{absolute}>ly>,"{%ab.s@.l""ut}.>li>",2,RB,667.000,-0.451,212.489,35,1.0,682.464,-0.303,156.074,28,1.0, æ b s ə l uː t l i 
absoluteness,12,2,23,3.135,0.020,0.301,0.010,0.301,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.550,5.015,5.100,5.914,1.500,0.186,0,#,12.680,#,#,#,#,#,#,#,#,"21,379","1,943.545","1,905","""ab.s@.l%ut.n@s",10,4,{absolute}>ness>,"{""ab.s@.l%ut}.>n@s>",2,NN,888.839,0.174,379.424,31,0.97,707.250,-0.013,168.949,28,1.0, æ b s ə l uː t n ə s 
absolutes,9,3,587,6.375,0.410,1.342,0.190,1.230,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.400,6.745,4.000,6.928,#,0.219,0,#,8.530,#,#,#,#,#,#,#,#,"13,717","1,714.625","1,617","""ab.s@.l%uts",8,3,{absolute}>s>,"{""ab.s@.l%ut}>s>",2,NN,826.697,0.018,321.529,33,0.94,666.500,-0.356,136.439,28,1.0, æ b s ə l uː t s 
absolution,10,2,140,4.942,0.940,1.690,0.510,1.643,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.750,7.572,3.500,6.924,1.780,0.354,0,1.422,11.710,#,6.580,3.380,5.750,5,5,10,8,"16,724","1,858.222","2,307","%ab.s@.l""u.Sn=",8,4,{absolute}>ion>,"{%ab.s@.l""u.S$}>n=>",2,NN,842.875,0.285,251.672,24,0.8,695.852,-0.126,144.720,27,1.0, æ b s ə l uː ʃ ə n 
absolutism,10,#,197,5.283,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.050,6.155,5.300,5.743,1.460,0.363,0,1.253,#,#,#,#,#,#,#,#,#,"12,895","1,432.778","1,626","""ab.s@.l%u4.I.zm=",10,5,{absolute}>ism>,"{""ab.s@.l%u4}.>I.zm=>",2,NN,934.963,0.484,361.280,27,0.82,904.609,0.627,250.102,23,0.793, æ b s ə l uː ɾ ɪ z ə m 
absolve,7,#,223,5.407,0.570,1.477,0.300,1.415,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.800,7.840,2.950,8.060,1.850,0.257,0,#,12.900,#,4.580,3.530,4.820,7,7,15,13,"5,318",886.333,761,"@b.z""Alv",6,2,{ab--solve},"{@b-.-z""Alv}",2,VB,730.120,-0.187,184.705,25,0.76,653.296,-0.375,160.683,27,1.0, ɐ b s ɑː l v 
absorb,6,13,"2,787",7.933,1.980,2.009,1.100,1.968,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.550,7.423,2.500,7.076,3.110,0.561,257,1.962,8.830,2.120,5.500,4.270,5.620,29,17,102,43,"5,028","1,005.600",857,"@b.z""Orb",6,2,{ab--sorb},"{@b-.-z""Orb}",2,VB,633.781,-0.537,201.417,32,0.97,640.720,-0.419,119.099,25,0.926, ɐ b s ɔːɹ b 
absorbed,8,24,"2,954",7.991,1.530,1.898,0.850,1.857,2,2,2,1,1,4.7,5.695,5.695,4.963,4.963,0,#,2,4.7,1.69,2.550,6.010,2.550,6.968,2.440,0.600,"2,935",1.991,8.830,#,#,#,#,6,5,23,17,"10,371","1,481.571","1,711","@b.z""Orbd",7,2,{ab--sorb}>ed>,"{@b-.-z""Orb}>d>",3,VB|JJ,735.406,-0.240,311.381,32,0.97,661.160,-0.384,157.509,25,1.0, ɐ b s ɔːɹ b d 
absorbency,10,1,82,4.407,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.150,5.957,4.300,6.050,2.970,0.209,0,#,#,#,#,#,#,#,#,1,1,"11,276","1,252.889","1,491","@b.z""Orb.@n.si",10,4,{ab--sorb}>ency>,"{@b-.-z""Orb}.>@n.si>",3,NN,955.821,0.534,409.632,28,0.85,769.083,0.152,189.973,24,0.96, ɐ b s ɔːɹ b ə n s i 
absorbent,9,#,193,5.263,0.160,0.954,0.100,0.954,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.100,5.542,3.400,6.089,3.100,0.358,0,1.413,10.320,2.000,#,#,#,8,4,37,12,"12,720","1,590.000","1,646","@b.z""Orb.@nt",9,3,{ab--sorb}>ent>,"{@b-.-z""Orb}.>@nt>",3,JJ,793.733,0.120,252.352,30,0.91,805.704,0.159,219.716,27,1.0, ɐ b s ɔːɹ b ə n t 
